species_representative,mgnify_accesssion,ena_accession,status,reference_genes,core_genes,perc_core_genes,accessory_genes,pangenome_size,number_snvs,geo_diversity,num_genomes_HBC,num_genomes_NCBI,num_genomes_CGR,num_genomes_PATRIC,num_genomes_EBI,num_genomes_HGM,num_genomes_CIBIO,num_ANI97,num_ANI99,num_genomes_total,num_genomes_nonredundant,num_genomes_nearcomplete,num_samples,tax_GTDB,tax_NCBI
GUT_GENOME095879,MGYG-HGUT-01289,ERS3639319,Uncultured,1865,1337,71.69,1772,3109,178846,0.23,0,0,0,0,16,16,24,10,22,56,29,16,29,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME095922,MGYG-HGUT-01290,ERS3639320,Uncultured,1178,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA3700;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__;s__
GUT_GENOME095934,MGYG-HGUT-01291,ERS3639321,Cultured (human gut),1842,NA,NA,NA,NA,58698,0,0,1,0,0,7,0,2,4,8,10,10,6,10,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna_H,d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna
GUT_GENOME095938,MGYG-HGUT-01292,ERS3639322,Cultured (human gut),2547,1122,44.05,22003,23125,568429,1.55,7,10,50,58,892,553,1235,117,1761,2805,1863,1033,1899,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
GUT_GENOME095939,MGYG-HGUT-01293,ERS3639323,Cultured (human gut),2817,2041,72.45,3675,5716,196901,0.92,3,4,0,27,91,26,30,11,50,181,67,48,85,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C rhamnosus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rhamnosus
GUT_GENOME095941,MGYG-HGUT-01294,ERS3639324,Cultured (human gut),2382,1317,55.29,11268,12585,422230,1.36,0,2,1,0,224,156,344,62,390,727,553,293,558,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__;s__
GUT_GENOME095942,MGYG-HGUT-01295,ERS3639325,Cultured (human gut),3092,1690,54.66,5768,7458,216904,0.93,0,2,0,1,18,6,20,6,26,47,42,27,42,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__
GUT_GENOME095943,MGYG-HGUT-01296,ERS3639326,Cultured (human gut),1813,1409,77.72,1580,2989,73589,0.47,10,2,0,0,27,0,4,3,11,43,14,11,19,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
GUT_GENOME095944,MGYG-HGUT-01297,ERS3639327,Cultured (human gut),1721,1496,86.93,1632,3128,95599,0.36,0,1,0,62,1,0,1,2,11,65,51,49,64,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli
GUT_GENOME095952,MGYG-HGUT-01298,ERS3639328,Cultured (human gut),2561,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,1,2,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria grayi,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria grayi
GUT_GENOME095962,MGYG-HGUT-01299,ERS3639329,Cultured (human gut),2144,NA,NA,NA,NA,35309,0.67,0,1,1,0,10,2,10,3,18,24,20,9,20,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella dolichum,d__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella dolichum
GUT_GENOME095967,MGYG-HGUT-01300,ERS3639330,Cultured (human gut),2887,1358,47.04,22992,24350,1132156,1.63,1,1,6,3,440,225,762,331,1139,1438,1123,476,1128,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
GUT_GENOME095968,MGYG-HGUT-01301,ERS3639331,Cultured (human gut),1590,NA,NA,NA,NA,94616,0.92,0,1,0,0,6,1,15,8,18,23,20,9,21,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas micra,d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra
GUT_GENOME095971,MGYG-HGUT-01302,ERS3639332,Cultured (human gut),2345,1213,51.73,42745,43958,499697,1.37,0,1,0,0,1751,801,2489,125,1767,5042,3659,2814,3688,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
GUT_GENOME095973,MGYG-HGUT-01303,ERS3639333,Cultured (human gut),3571,1888,52.87,6920,8808,169221,1.07,3,2,0,4,36,21,53,8,56,119,83,43,85,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea scindens,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens
GUT_GENOME095977,MGYG-HGUT-01304,ERS3639334,Cultured (human gut),2333,1467,62.88,3458,4925,94742,0.96,1,1,1,1,7,6,12,7,20,29,22,14,22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme,d__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium] spiroforme
GUT_GENOME095978,MGYG-HGUT-01305,ERS3639335,Cultured (human gut),2234,NA,NA,NA,NA,64,0.59,0,1,1,1,0,0,0,1,2,3,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__Anaerofustis stercorihominis
GUT_GENOME095979,MGYG-HGUT-01306,ERS3639336,Cultured (human gut),3775,1798,47.63,42019,43817,349098,1.21,0,1,1,0,245,42,303,47,374,592,449,210,449,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A coprocola,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola
GUT_GENOME095980,MGYG-HGUT-01307,ERS3639337,Cultured (human gut),4257,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii_B,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia stuartii
GUT_GENOME095981,MGYG-HGUT-01308,ERS3639338,Cultured (human gut),1949,1177,60.39,2022,3199,60995,0.65,0,1,0,0,4,31,32,4,29,68,44,31,44,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus
GUT_GENOME095982,MGYG-HGUT-01309,ERS3639339,Cultured (human gut),3701,NA,NA,NA,NA,245293,0.22,0,1,0,4,11,0,1,5,10,17,12,8,12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum_A,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sporogenes
GUT_GENOME095983,MGYG-HGUT-01310,ERS3639340,Cultured (human gut),2449,1338,54.63,20659,21997,155160,1.48,0,1,3,0,107,128,245,27,374,484,392,143,392,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena lactaris,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus lactaris
GUT_GENOME095986,MGYG-HGUT-01311,ERS3639341,Cultured (human gut),5758,NA,NA,NA,NA,78881,0.82,0,1,1,2,3,1,3,2,8,11,8,5,8,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp000155435,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME095989,MGYG-HGUT-01312,ERS3639342,Cultured (human gut),1926,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D pullorum,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pullorum
GUT_GENOME095991,MGYG-HGUT-01313,ERS3639343,Cultured (human gut),3449,1948,56.48,26124,28072,278997,1.33,0,3,8,1,138,53,228,38,265,431,316,132,319,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii
GUT_GENOME095992,MGYG-HGUT-01314,ERS3639344,Cultured (human gut),3036,1824,60.08,5452,7276,144744,1.58,0,1,0,1,46,28,92,3,66,168,114,84,114,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pectinophilus
GUT_GENOME095993,MGYG-HGUT-01315,ERS3639345,Cultured (human gut),3513,1486,42.3,18960,20446,274957,1.35,7,1,5,4,71,30,118,49,208,236,197,72,201,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus comes
GUT_GENOME095994,MGYG-HGUT-01316,ERS3639346,Cultured (human gut),2296,1223,53.27,3751,4974,302015,0.55,0,1,1,1,32,32,52,29,87,119,95,41,95,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida
GUT_GENOME095995,MGYG-HGUT-01317,ERS3639347,Cultured (human gut),4704,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,1,2,1,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis_A,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter youngae
GUT_GENOME095996,MGYG-HGUT-01318,ERS3639348,Cultured (human gut),4263,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,1,2,1,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus
GUT_GENOME095997,MGYG-HGUT-01319,ERS3639349,Cultured (human gut),2402,1552,64.61,58531,60083,271659,1.27,0,1,0,0,318,156,479,66,472,954,579,458,583,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio crossotus
GUT_GENOME095999,MGYG-HGUT-01320,ERS3639350,Cultured (human gut),2200,NA,NA,NA,NA,75121,0.67,0,1,1,1,2,0,1,4,5,6,5,5,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridium_U;s__Clostridium_U hiranonis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__[Clostridium] hiranonis
GUT_GENOME096004,MGYG-HGUT-01321,ERS3639351,Cultured (human gut),2481,1297,52.28,7011,8308,403642,1.51,0,1,0,1,93,62,181,43,241,338,275,101,277,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger
GUT_GENOME096020,MGYG-HGUT-01322,ERS3639352,Cultured (human gut),2952,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabile,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum variabile
GUT_GENOME096025,MGYG-HGUT-01323,ERS3639353,Cultured (human gut),4346,NA,NA,NA,NA,38579,0.69,0,1,0,2,0,2,1,1,3,6,4,3,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri_D,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri
GUT_GENOME096028,MGYG-HGUT-01324,ERS3639354,Cultured (human gut),2339,NA,NA,NA,NA,22922,0.67,0,1,0,1,1,0,1,3,3,4,3,3,3,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum_D,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum
GUT_GENOME096029,MGYG-HGUT-01325,ERS3639355,Cultured (human gut),1881,NA,NA,NA,NA,36341,1.08,0,2,0,1,1,1,11,3,12,16,13,7,13,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C gonidiaformans,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium gonidiaformans
GUT_GENOME096031,MGYG-HGUT-01326,ERS3639356,Cultured (human gut),2428,1493,61.49,4486,5979,139633,1.05,0,9,0,4,11,3,9,7,18,36,22,20,23,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium animalis,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
GUT_GENOME096033,MGYG-HGUT-01327,ERS3639357,Cultured (human gut),3231,2341,72.45,5683,8024,125102,0.58,0,2,1,1,27,6,27,9,37,64,46,28,47,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans
GUT_GENOME096036,MGYG-HGUT-01328,ERS3639358,Cultured (human gut),3500,2735,78.14,3328,6063,123423,1.02,2,1,0,3,17,3,6,4,12,32,21,13,24,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tertium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tertium
GUT_GENOME096039,MGYG-HGUT-01329,ERS3639359,Cultured (human gut),2350,NA,NA,NA,NA,20,0,0,1,0,2,0,0,0,1,1,3,1,1,2,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter bilis
GUT_GENOME096040,MGYG-HGUT-01330,ERS3639360,Cultured (human gut),1660,NA,NA,NA,NA,0,0,0,1,0,1,0,0,1,1,2,3,2,2,2,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D winghamensis,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter winghamensis
GUT_GENOME096042,MGYG-HGUT-01331,ERS3639361,Cultured (human gut),2190,NA,NA,NA,NA,46382,0.97,0,1,0,2,2,1,8,4,10,14,12,4,14,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter formigenes_A,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter formigenes
GUT_GENOME096045,MGYG-HGUT-01332,ERS3639362,Cultured (human gut),2823,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,1,2,2,2,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium;s__Massilioclostridium methylpentosum,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium] methylpentosum
GUT_GENOME096049,MGYG-HGUT-01333,ERS3639363,Cultured (human gut),2834,NA,NA,NA,NA,45222,0,0,3,0,0,0,0,0,1,3,3,3,3,3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G hilgardii,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hilgardii
GUT_GENOME096055,MGYG-HGUT-01334,ERS3639364,Cultured (human gut),1980,1344,67.88,3675,5019,246365,1.3,2,2,1,2,112,93,140,23,234,352,224,97,227,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B ruminis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ruminis
GUT_GENOME096056,MGYG-HGUT-01335,ERS3639365,Cultured (human gut),2117,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis
GUT_GENOME096057,MGYG-HGUT-01336,ERS3639366,Cultured (human gut),2281,1266,55.5,3408,4674,152684,1.04,2,5,0,3,21,8,14,9,23,53,30,25,34,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__
GUT_GENOME096063,MGYG-HGUT-01337,ERS3639367,Cultured (human gut),4213,2904,68.93,49224,52128,375164,1.2,7,3,23,27,388,250,418,40,417,1116,658,353,676,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis
GUT_GENOME096067,MGYG-HGUT-01338,ERS3639368,Cultured (human gut),3515,1595,45.38,82355,83950,767261,1.39,8,2,27,7,805,417,942,565,1854,2208,1489,651,1494,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME096069,MGYG-HGUT-01339,ERS3639369,Cultured (human gut),2064,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,1,2,1,1,1,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium hydrogeniformans,d__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Acetomicrobium;s__Acetomicrobium hydrogeniformans
GUT_GENOME096070,MGYG-HGUT-01340,ERS3639370,Cultured (human gut),1919,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__Weissella paramesenteroides
GUT_GENOME096071,MGYG-HGUT-01341,ERS3639371,Cultured (human gut),1737,NA,NA,NA,NA,14151,0.56,1,1,0,1,1,0,1,1,5,5,4,4,4,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
GUT_GENOME096075,MGYG-HGUT-01342,ERS3639372,Cultured (human gut),2149,NA,NA,NA,NA,168848,0.55,0,1,1,2,19,2,1,8,9,26,12,8,12,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii
GUT_GENOME096077,MGYG-HGUT-01343,ERS3639373,Cultured (human gut),3196,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,1,2,2,2,2,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter junii
GUT_GENOME096078,MGYG-HGUT-01344,ERS3639374,Cultured (human gut),2928,NA,NA,NA,NA,48063,0,0,1,0,7,0,1,0,1,4,9,9,8,9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter radioresistens
GUT_GENOME096080,MGYG-HGUT-01345,ERS3639375,Cultured (human gut),4690,2675,57.04,38360,41035,601383,1.34,4,8,12,2,169,64,138,73,196,397,246,123,250,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens
GUT_GENOME096083,MGYG-HGUT-01346,ERS3639376,Cultured (human gut),3646,2162,59.3,119277,121439,984630,1.35,20,3,68,4,2238,789,2861,202,2713,5983,4160,2021,4199,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
GUT_GENOME096084,MGYG-HGUT-01347,ERS3639377,Cultured (human gut),2156,NA,NA,NA,NA,42933,0,0,4,0,1,0,0,0,1,4,5,4,4,4,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium vincentii,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
